iters, train_size, test_size, pval, time
5, 128, 128, 0.03147923774061938, 1.6500017642974854
5, 128, 128, 0.42281188551173293, 1.6416711807250977
5, 128, 128, 0.3707241384336044, 1.7550184726715088
10, 128, 128, 0.551708089489483, 1.8445312976837158
10, 128, 128, 0.8244006269131468, 1.7429029941558838
10, 128, 128, 0.4147861377154797, 1.757199764251709
15, 128, 128, 0.3722773463211291, 1.960340976715088
15, 128, 128, 0.37181340322505396, 2.047105073928833
15, 128, 128, 0.05831454800863173, 1.971015214920044
20, 128, 128, 0.03371288911439589, 2.004680871963501
20, 128, 128, 0.018044972613818027, 2.219390630722046
20, 128, 128, 0.6418643352298592, 2.2822320461273193
25, 128, 128, 0.302004698636129, 2.192417621612549
25, 128, 128, 0.1767468756193054, 2.219374656677246
25, 128, 128, 0.5461231619058943, 2.2501397132873535
30, 128, 128, 0.2943558418594936, 2.8112449645996094
30, 128, 128, 0.2309058702989512, 2.3396410942077637
30, 128, 128, 0.5696592552961517, 2.2365756034851074
35, 128, 128, 0.03569199380059709, 2.3683159351348877
35, 128, 128, 0.19369101561360164, 2.4397761821746826
35, 128, 128, 0.12902525620591082, 2.5120933055877686
40, 128, 128, 0.004634802668419802, 2.629800319671631
40, 128, 128, 0.14974803809229958, 2.8897597789764404
40, 128, 128, 0.016961903107839082, 2.388232469558716
45, 128, 128, 0.04941817915764969, 2.477283477783203
45, 128, 128, 0.06079145751760751, 2.5006449222564697
45, 128, 128, 0.03056678600560774, 3.0720953941345215
50, 128, 128, 0.5201366787703123, 6.7633376121521
50, 128, 128, 0.004239476672654428, 6.95088791847229
50, 128, 128, 0.05784021038467431, 6.147766590118408
55, 128, 128, 0.017080001912094658, 4.545210599899292
55, 128, 128, 0.0043779873026130465, 3.242318630218506
55, 128, 128, 0.04759692137589182, 3.188964366912842
60, 128, 128, 0.19908877213899245, 3.235761880874634
60, 128, 128, 0.04805679609650161, 3.1910905838012695
60, 128, 128, 0.1555249229216214, 3.399789571762085
5, 128, 256, 0.17720830834075135, 1.8671455383300781
