iters, train_size, test_size, pval, time
10, 128, 128, 0.44249468458824215, 1.797109842300415
10, 128, 128, 0.6585664447810691, 1.8011250495910645
10, 128, 128, 0.7040401447353029, 1.7847213745117188
15, 128, 128, 0.9206896890543013, 1.8612887859344482
15, 128, 128, 0.26314694504283115, 1.8672962188720703
15, 128, 128, 0.08464384140520753, 1.8688805103302002
20, 128, 128, 0.4438263577248236, 2.004451036453247
20, 128, 128, 0.5910057931262543, 2.0504589080810547
20, 128, 128, 0.0569333795478245, 2.0091240406036377
25, 128, 128, 0.08286014496848408, 2.107846260070801
25, 128, 128, 0.02312888527257814, 2.111523151397705
25, 128, 128, 0.9256491256286256, 2.1230568885803223
30, 128, 128, 0.2266845247130898, 2.243350028991699
30, 128, 128, 0.06237571317387794, 2.2251152992248535
30, 128, 128, 0.812603494252656, 2.2432525157928467
35, 128, 128, 0.8071461885094157, 2.3496694564819336
35, 128, 128, 0.2273673464674224, 2.34472393989563
35, 128, 128, 0.53292530970355, 2.36368465423584
40, 128, 128, 0.16226917993523315, 2.474538803100586
40, 128, 128, 0.13249059237966984, 2.495898723602295
40, 128, 128, 0.01183052570772701, 2.476440906524658
45, 128, 128, 0.9750498280493067, 2.587226152420044
45, 128, 128, 0.01258338298904888, 2.5737950801849365
45, 128, 128, 0.8166350741993224, 2.604292392730713
50, 128, 128, 0.27237230014207886, 2.768932580947876
50, 128, 128, 0.29748082764622635, 2.7370598316192627
50, 128, 128, 0.7260299181871135, 2.7460927963256836
10, 128, 256, 0.0709163207652854, 1.8792593479156494
10, 128, 256, 0.5108108882071648, 1.862910509109497
10, 128, 256, 0.21449638433067175, 1.8612239360809326
15, 128, 256, 0.996812226887299, 2.005323648452759
15, 128, 256, 0.007143937859792103, 2.021691083908081
15, 128, 256, 0.1958028403674359, 2.066296339035034
20, 128, 256, 0.4724520472273334, 2.260594367980957
20, 128, 256, 0.2952701714880276, 2.2263643741607666
20, 128, 256, 0.17487440705282875, 2.2242753505706787
25, 128, 256, 0.12759577971220262, 2.4283132553100586
25, 128, 256, 0.7328539483266716, 2.4003658294677734
25, 128, 256, 0.3114110815508222, 2.4408376216888428
30, 128, 256, 0.168121092864723, 2.603130578994751
30, 128, 256, 0.5423466254097262, 2.554300308227539
30, 128, 256, 0.7063474175682141, 2.597118616104126
35, 128, 256, 0.489588389050638, 2.753007650375366
35, 128, 256, 0.0826883882544499, 2.7602922916412354
35, 128, 256, 0.3164734964707647, 2.7714736461639404
40, 128, 256, 0.30670539318473466, 2.9369468688964844
40, 128, 256, 0.33993061488830456, 2.936924457550049
40, 128, 256, 0.02170910136534737, 2.911029815673828
45, 128, 256, 0.08632131523309398, 3.1220524311065674
45, 128, 256, 0.04895127082572534, 3.135791540145874
45, 128, 256, 0.7631787674989253, 3.123396396636963
50, 128, 256, 0.3507640489979263, 3.34692120552063
50, 128, 256, 0.5317257195921269, 3.3003928661346436
50, 128, 256, 0.05374832278850243, 3.2868897914886475
10, 128, 512, 0.5255485141518833, 2.103306770324707
10, 128, 512, 0.6073276937126924, 2.1700210571289062
10, 128, 512, 0.13722912987945607, 2.098564863204956
15, 128, 512, 0.3641594924778841, 2.384906053543091
15, 128, 512, 0.1652506802339464, 2.38395357131958
15, 128, 512, 0.21554452749838976, 2.4037935733795166
20, 128, 512, 0.09285223795058857, 2.698152780532837
20, 128, 512, 0.3552012055259881, 2.6978235244750977
20, 128, 512, 0.6136646668487602, 2.698517322540283
25, 128, 512, 0.11770979970637224, 2.998708963394165
25, 128, 512, 0.21877171821756136, 2.976980686187744
25, 128, 512, 0.1725214308560446, 2.973843812942505
30, 128, 512, 0.23357914998724638, 3.277111530303955
30, 128, 512, 0.1324153084726845, 3.25675892829895
30, 128, 512, 0.050309841341821614, 3.257781505584717
35, 128, 512, 0.04165883386831198, 3.55906343460083
35, 128, 512, 0.8823347974504645, 3.580583095550537
35, 128, 512, 0.6338620727552512, 3.5328009128570557
40, 128, 512, 0.18629453562005482, 3.8152644634246826
40, 128, 512, 0.018298178016371746, 3.8251211643218994
40, 128, 512, 0.3011620541754488, 3.8474972248077393
45, 128, 512, 0.1460970318262038, 4.1032304763793945
45, 128, 512, 0.337095982702426, 4.087038040161133
45, 128, 512, 0.002985640094466583, 4.096107244491577
50, 128, 512, 0.09290803021455253, 4.349855422973633
50, 128, 512, 0.03486583729429051, 4.37967324256897
50, 128, 512, 0.016652794563494434, 4.373352527618408
10, 128, 1024, 0.21830240891672648, 2.541412591934204
10, 128, 1024, 0.8724652619975674, 2.573639154434204
10, 128, 1024, 0.6790611623997582, 2.589780569076538
15, 128, 1024, 0.7416767473270528, 3.073970079421997
15, 128, 1024, 0.06929332855467316, 3.084717273712158
15, 128, 1024, 0.024670049924913486, 3.1043498516082764
20, 128, 1024, 0.15760882016160638, 3.6138322353363037
20, 128, 1024, 0.530055226980019, 3.535860538482666
20, 128, 1024, 0.4078552612563009, 3.53481125831604
25, 128, 1024, 0.9295474856213135, 4.08845329284668
25, 128, 1024, 0.8804201641069561, 4.061788320541382
25, 128, 1024, 0.5279128805531488, 4.064903736114502
30, 128, 1024, 0.3781213283411254, 4.552759885787964
30, 128, 1024, 0.027818094635045195, 4.6001856327056885
30, 128, 1024, 0.08929914026665862, 4.507675886154175
35, 128, 1024, 0.3993408033125512, 4.957074880599976
35, 128, 1024, 0.6399069380456228, 4.959321737289429
35, 128, 1024, 0.30131646879530705, 4.961239814758301
40, 128, 1024, 0.05662672790591377, 5.452917814254761
40, 128, 1024, 0.03626498454164102, 5.559024810791016
40, 128, 1024, 0.18594155451887806, 5.41286301612854
45, 128, 1024, 0.4418262060344843, 5.9643518924713135
45, 128, 1024, 0.1980276196647674, 6.0756518840789795
45, 128, 1024, 0.5722918168516327, 5.9509124755859375
50, 128, 1024, 0.012596095611384884, 6.441868305206299
50, 128, 1024, 0.054775317105998006, 6.377718210220337
50, 128, 1024, 0.08656424584849025, 6.46896505355835
10, 128, 2048, 0.03040058239935289, 3.5334925651550293
10, 128, 2048, 0.10099478761931124, 3.54422664642334
10, 128, 2048, 0.06779201247378619, 3.55357027053833
15, 128, 2048, 0.046030029463278624, 4.474808692932129
15, 128, 2048, 0.7388488823895596, 4.41583514213562
15, 128, 2048, 0.7478206156317344, 4.43285059928894
20, 128, 2048, 0.6183084219122905, 5.304049730300903
20, 128, 2048, 0.006654931150833808, 5.346228122711182
20, 128, 2048, 0.24833615757567895, 5.345569610595703
25, 128, 2048, 0.3267404489986868, 6.151277780532837
25, 128, 2048, 0.6320707568892729, 6.229461431503296
25, 128, 2048, 0.3886527964332794, 6.113242149353027
