iters, train_size, test_size, pval, time
10, 128, 128, 0.6071088130650704, 1.7638161182403564
10, 128, 128, 0.20456762984757276, 1.7353215217590332
10, 128, 128, 0.05413744311518018, 1.7422151565551758
15, 128, 128, 0.5, 1.8468146324157715
15, 128, 128, 0.04125342656953444, 1.8326067924499512
15, 128, 128, 0.7372786822275523, 1.821195125579834
20, 128, 128, 0.3719641505595457, 1.9604036808013916
20, 128, 128, 0.27485148189134256, 1.9800865650177002
20, 128, 128, 0.9689185852128228, 1.9188728332519531
25, 128, 128, 0.582315244728794, 2.0693509578704834
25, 128, 128, 0.3581370565273343, 2.0455660820007324
25, 128, 128, 0.05811140035322711, 2.062896966934204
30, 128, 128, 0.5, 2.1882336139678955
30, 128, 128, 0.30309625123300077, 2.179579734802246
30, 128, 128, 0.04128836186997663, 2.21946382522583
35, 128, 128, 0.7877225543231668, 2.2977492809295654
35, 128, 128, 0.8321659281315708, 2.31457257270813
35, 128, 128, 0.876065914225209, 2.2939743995666504
40, 128, 128, 0.9083675331455077, 2.4378254413604736
40, 128, 128, 0.8092338208278564, 2.423795223236084
40, 128, 128, 0.6203444323068933, 2.443101406097412
45, 128, 128, 0.6524282197836737, 2.5576252937316895
45, 128, 128, 0.3844310043101757, 2.5085906982421875
45, 128, 128, 0.3295449019781618, 2.5486092567443848
50, 128, 128, 0.2567326204124706, 2.694890022277832
50, 128, 128, 0.656036121316075, 2.6839139461517334
50, 128, 128, 0.9398408824290844, 2.6860740184783936
10, 128, 256, 0.18676768609249111, 1.8587892055511475
10, 128, 256, 0.7884474925484235, 1.8224267959594727
10, 128, 256, 0.9411437809266647, 1.8310539722442627
15, 128, 256, 0.029643940659432846, 1.9978246688842773
15, 128, 256, 0.4050373985380117, 1.9969165325164795
15, 128, 256, 0.8170974201223465, 2.0067687034606934
20, 128, 256, 0.37910702746420877, 2.1671547889709473
20, 128, 256, 0.7365182614071879, 2.19775128364563
20, 128, 256, 0.3567684623621382, 2.1748499870300293
25, 128, 256, 0.2775732820043374, 2.3516523838043213
