iters, train_size, test_size, pval, time
10, 128, 128, 0.8730831831193856, 1.7394731044769287
10, 128, 128, 0.8430217354511567, 1.7389864921569824
10, 128, 128, 0.38782095336132183, 1.7667081356048584
15, 128, 128, 0.03613406305023434, 1.8250768184661865
15, 128, 128, 0.44698545289407743, 1.8306047916412354
15, 128, 128, 0.23270395594533638, 1.8022687435150146
20, 128, 128, 0.04591832216263685, 1.945523977279663
20, 128, 128, 0.42019755655963686, 1.9281470775604248
20, 128, 128, 0.2345235323480111, 1.9428226947784424
25, 128, 128, 0.4268030608911682, 2.046146869659424
25, 128, 128, 0.6751155127385322, 2.0377559661865234
25, 128, 128, 0.019617867181426104, 2.066833972930908
30, 128, 128, 0.024273641187762686, 2.15164852142334
30, 128, 128, 0.005249319888717872, 2.196462869644165
30, 128, 128, 0.6343652044350654, 2.1479969024658203
35, 128, 128, 0.11876277607656796, 2.2888660430908203
35, 128, 128, 0.005170152431335462, 2.273529052734375
35, 128, 128, 0.26242510299171273, 2.287897825241089
40, 128, 128, 0.3855370628433814, 2.3919525146484375
40, 128, 128, 0.037549937458075035, 2.3799173831939697
40, 128, 128, 0.7529547695717254, 2.4040863513946533
45, 128, 128, 0.19630210307004453, 2.535720109939575
45, 128, 128, 0.152084670931588, 2.7761101722717285
45, 128, 128, 0.3847758312038158, 2.5321152210235596
50, 128, 128, 0.45859373057112973, 2.6165146827697754
50, 128, 128, 0.31617770749884694, 2.648035764694214
50, 128, 128, 6.32489946972168e-06, 2.6470987796783447
10, 128, 256, 0.06896606626888037, 1.8125250339508057
10, 128, 256, 0.29542194625823315, 1.8259391784667969
10, 128, 256, 0.3390744144887936, 1.867990255355835
15, 128, 256, 0.042540663016798, 1.9990577697753906
15, 128, 256, 0.06793738458921303, 1.9863195419311523
15, 128, 256, 0.026237078225309688, 2.01997709274292
20, 128, 256, 0.022609254820049683, 2.1657586097717285
20, 128, 256, 0.03299126248657941, 2.1676480770111084
20, 128, 256, 0.05082471118850681, 2.149592638015747
25, 128, 256, 0.06588758025261442, 2.3514437675476074
25, 128, 256, 0.3381132979975514, 2.3140387535095215
25, 128, 256, 0.6193299309557516, 2.3400633335113525
30, 128, 256, 0.23957904088301085, 2.508819103240967
30, 128, 256, 1.266500682963369e-05, 2.481788396835327
30, 128, 256, 0.09895771602686178, 2.4905290603637695
35, 128, 256, 0.08157893063004185, 3.0501961708068848
35, 128, 256, 0.11138950585471345, 2.680375576019287
35, 128, 256, 0.16039113025982074, 2.655853033065796
40, 128, 256, 0.5318755571420906, 2.8076767921447754
40, 128, 256, 0.4108851433176172, 2.8351993560791016
40, 128, 256, 0.0029862072893051274, 2.8234570026397705
45, 128, 256, 0.07477717030560739, 3.0219860076904297
45, 128, 256, 0.006636272981511002, 2.967644214630127
45, 128, 256, 0.01791484939056526, 3.013273239135742
50, 128, 256, 0.5319196884088133, 3.1379923820495605
50, 128, 256, 3.139100536827543e-05, 3.1734509468078613
50, 128, 256, 0.024110214278028334, 3.1537723541259766
10, 128, 512, 0.06859563021686874, 2.053173542022705
10, 128, 512, 0.4204671045832321, 2.0654549598693848
10, 128, 512, 0.7736164894094268, 2.0881471633911133
15, 128, 512, 0.15867479420564495, 2.315901517868042
15, 128, 512, 0.02238126835157885, 2.2949860095977783
15, 128, 512, 0.10036167994265384, 2.311532735824585
20, 128, 512, 0.0010407548643562373, 2.570563554763794
20, 128, 512, 0.34921574732766997, 2.5946295261383057
20, 128, 512, 0.007164605681281892, 2.5895063877105713
25, 128, 512, 0.030866329918371547, 2.860032081604004
25, 128, 512, 0.01440314253089699, 2.8657631874084473
25, 128, 512, 0.0376059112153988, 2.8836305141448975
30, 128, 512, 0.01742428450249515, 3.117689371109009
30, 128, 512, 0.5171806123222513, 3.105052947998047
30, 128, 512, 0.05467969565338783, 3.1062793731689453
35, 128, 512, 0.031644938228415465, 3.361342668533325
35, 128, 512, 0.23327799654309528, 3.3919894695281982
35, 128, 512, 0.11612906330003676, 3.3530638217926025
40, 128, 512, 0.0030012802587951605, 3.595533847808838
40, 128, 512, 0.029390579435560227, 3.633868455886841
40, 128, 512, 0.0028901553081139317, 3.616455078125
45, 128, 512, 0.06383774131695592, 3.869719982147217
45, 128, 512, 0.038090807624341146, 3.8598599433898926
45, 128, 512, 0.0030430143675903836, 3.8685500621795654
50, 128, 512, 4.0308647757956067e-05, 4.10358452796936
50, 128, 512, 0.0031078335813033583, 4.087190866470337
50, 128, 512, 0.03867549518241917, 4.107951641082764
10, 128, 1024, 0.05259969626241523, 2.4876630306243896
10, 128, 1024, 0.2105883552062282, 2.4646201133728027
10, 128, 1024, 0.18129098444962338, 2.483459711074829
15, 128, 1024, 0.008455085329086795, 2.959568977355957
15, 128, 1024, 0.06021990997295075, 2.9691154956817627
15, 128, 1024, 0.022948838347843458, 2.988694429397583
20, 128, 1024, 0.43094929133103255, 3.432337760925293
20, 128, 1024, 0.026133802063960813, 3.3770925998687744
20, 128, 1024, 0.009528388336058517, 3.362635850906372
25, 128, 1024, 0.05013264002835487, 3.8449008464813232
25, 128, 1024, 0.0005865931470453219, 3.845353364944458
25, 128, 1024, 0.0009958842725251071, 3.911343812942505
30, 128, 1024, 0.035137151025359054, 4.311906814575195
30, 128, 1024, 0.15264838253337404, 4.255160570144653
30, 128, 1024, 0.0008115255155937122, 4.2821125984191895
35, 128, 1024, 0.0014766829760011722, 4.747451543807983
35, 128, 1024, 0.026129811715371414, 4.7178380489349365
35, 128, 1024, 0.030058405499658818, 4.667092561721802
40, 128, 1024, 0.0011305055234873264, 5.194981813430786
40, 128, 1024, 0.0976159097244452, 5.10855770111084
40, 128, 1024, 0.0034001012512897707, 5.212839603424072
45, 128, 1024, 0.021258664711885526, 5.536269664764404
45, 128, 1024, 0.026459962647202382, 5.598139524459839
45, 128, 1024, 0.00575079522341058, 5.534368991851807
50, 128, 1024, 0.001909671270653139, 6.038365364074707
50, 128, 1024, 0.00019436476115898581, 5.948311805725098
50, 128, 1024, 0.02734374185206778, 5.949239492416382
10, 128, 2048, 0.16296811538280376, 3.2972354888916016
10, 128, 2048, 0.1492314513901024, 3.327759027481079
10, 128, 2048, 0.31810285700176427, 3.3035218715667725
15, 128, 2048, 0.026347618586379948, 4.115953207015991
15, 128, 2048, 0.0030872312457789755, 4.154022932052612
15, 128, 2048, 0.05939375431786681, 4.113389015197754
20, 128, 2048, 0.14154442580090829, 4.912759065628052
20, 128, 2048, 0.0002770030891099657, 4.9550862312316895
20, 128, 2048, 0.00026117359724811296, 4.885318279266357
25, 128, 2048, 0.0024104036807949757, 5.7195820808410645
25, 128, 2048, 0.0028919687030344262, 5.693217754364014
25, 128, 2048, 0.003974145165543933, 5.705192804336548
30, 128, 2048, 0.003321682768692535, 6.578828811645508
30, 128, 2048, 0.13535685941981368, 6.55026388168335
30, 128, 2048, 0.007589530745593129, 6.488038063049316
35, 128, 2048, 0.0009632629833170928, 7.307294607162476
35, 128, 2048, 6.895859140259592e-05, 7.380411624908447
35, 128, 2048, 0.007944863143818424, 7.302877902984619
40, 128, 2048, 0.0002752798690972863, 8.117722511291504
40, 128, 2048, 0.0073502905600417, 8.27195119857788
40, 128, 2048, 4.0603736990599304e-07, 8.29628849029541
45, 128, 2048, 1.5894187031953264e-06, 8.987821102142334
45, 128, 2048, 8.412624226573563e-06, 9.101453304290771
45, 128, 2048, 0.0002748938339618983, 8.877782344818115
50, 128, 2048, 0.0012451674858535715, 9.93575382232666
50, 128, 2048, 0.00035108901610861614, 9.806612253189087
50, 128, 2048, 9.342403604154008e-05, 9.796812295913696
10, 128, 4096, 0.03308846648888789, 4.857295989990234
10, 128, 4096, 0.023157375669143374, 4.892573833465576
10, 128, 4096, 0.008763236281961437, 4.861696004867554
15, 128, 4096, 0.0024462488622666208, 6.466370105743408
15, 128, 4096, 0.01720417717858346, 6.468428134918213
15, 128, 4096, 0.0009419178039719434, 6.40854811668396
20, 128, 4096, 0.0030279446093789864, 8.064519166946411
20, 128, 4096, 0.0043285499781950485, 8.07700514793396
20, 128, 4096, 0.09430409716223138, 8.071183443069458
