iters, train_size, test_size, pval, time
10, 128, 128, 0.5395497961162419, 1.7444062232971191
10, 128, 128, 0.8556046319409485, 1.722534418106079
10, 128, 128, 0.5215061655392538, 1.7246546745300293
15, 128, 128, 0.13408569376540447, 1.8128304481506348
15, 128, 128, 0.4601484070230868, 1.8278732299804688
15, 128, 128, 0.8738101070845663, 1.8375866413116455
20, 128, 128, 0.3591184689703363, 1.962249517440796
20, 128, 128, 0.9162440573876711, 1.9654572010040283
20, 128, 128, 0.7555853797342118, 1.953904390335083
25, 128, 128, 0.06333748276715093, 2.045050859451294
25, 128, 128, 0.9322049036784658, 2.0441763401031494
25, 128, 128, 0.7660102094881933, 2.0538480281829834
30, 128, 128, 0.386623050429874, 2.207486629486084
30, 128, 128, 0.9844354658740385, 2.1758642196655273
30, 128, 128, 0.6666930583834338, 2.1818811893463135
35, 128, 128, 0.17428850718682037, 2.2911221981048584
35, 128, 128, 0.4910430576206565, 2.304797649383545
35, 128, 128, 0.14080937635543567, 2.309342384338379
40, 128, 128, 0.647333310770424, 2.4103569984436035
40, 128, 128, 0.4459283750055213, 2.434687852859497
40, 128, 128, 0.9150412907271092, 2.455425262451172
45, 128, 128, 0.8153592447180804, 2.5570406913757324
45, 128, 128, 0.2577246965881884, 2.5690691471099854
45, 128, 128, 0.23680488617545686, 2.5262391567230225
50, 128, 128, 0.18153952750438618, 2.693756580352783
50, 128, 128, 0.7510505141757613, 2.651787757873535
50, 128, 128, 0.03620798193489263, 2.660764694213867
10, 128, 256, 0.11018245277442111, 1.9924397468566895
10, 128, 256, 0.5, 1.866529941558838
10, 128, 256, 0.5822826856161187, 1.8203880786895752
15, 128, 256, 0.4159687267314489, 2.0307629108428955
15, 128, 256, 0.3689420099381471, 2.031520128250122
15, 128, 256, 0.5252923328510328, 1.982304334640503
20, 128, 256, 0.13019628282815784, 2.179987907409668
20, 128, 256, 0.7086080316714984, 2.1705145835876465
20, 128, 256, 0.1813098092838467, 2.156914710998535
25, 128, 256, 0.21897777522485135, 2.3233659267425537
25, 128, 256, 0.4815600822841706, 2.3563640117645264
25, 128, 256, 0.22453096063215855, 2.3312435150146484
30, 128, 256, 0.3825898805204593, 2.5129220485687256
30, 128, 256, 0.2685945169420775, 2.507373094558716
30, 128, 256, 0.8656568085708565, 2.526515245437622
35, 128, 256, 0.9711524565060834, 2.862218141555786
35, 128, 256, 0.8745422391320777, 2.735412836074829
35, 128, 256, 0.15141565721322714, 2.6840567588806152
40, 128, 256, 0.08588571681475848, 2.8875465393066406
40, 128, 256, 0.2945513500550654, 2.8320279121398926
40, 128, 256, 0.9332035424616807, 2.8828518390655518
45, 128, 256, 0.8468814228747732, 2.99422287940979
45, 128, 256, 0.2844249769757631, 3.0268521308898926
45, 128, 256, 0.33279086228700894, 3.000976800918579
50, 128, 256, 0.08487934167344657, 3.226289987564087
50, 128, 256, 0.586284656403854, 3.211127758026123
50, 128, 256, 0.6410350043686524, 3.1980717182159424
10, 128, 512, 0.130743708136762, 2.0693228244781494
10, 128, 512, 0.4073314913201095, 2.040168285369873
10, 128, 512, 0.20212001796283396, 2.0554115772247314
15, 128, 512, 0.529536644414725, 2.3226306438446045
15, 128, 512, 0.2707070295579497, 2.341735601425171
15, 128, 512, 0.436088211347516, 2.313661575317383
20, 128, 512, 0.5300608352252066, 2.6410717964172363
20, 128, 512, 0.6083696640132469, 2.6398932933807373
20, 128, 512, 0.6818473996289719, 2.606200695037842
25, 128, 512, 0.9183603590728041, 2.8939499855041504
25, 128, 512, 0.43559048420778745, 2.9161274433135986
25, 128, 512, 0.5168908459214002, 2.906453847885132
30, 128, 512, 0.6371976744072734, 3.143955945968628
30, 128, 512, 0.3372804880249665, 3.1510918140411377
30, 128, 512, 0.7006354244967252, 3.1481897830963135
35, 128, 512, 0.5, 3.3933589458465576
35, 128, 512, 0.9684111965687108, 3.3975846767425537
35, 128, 512, 0.6831932982055251, 3.40572190284729
40, 128, 512, 0.8733032126495159, 3.701286792755127
40, 128, 512, 0.5820044977389689, 3.6689465045928955
40, 128, 512, 0.09445026381447034, 3.6710689067840576
45, 128, 512, 0.11561459121324091, 3.935854434967041
45, 128, 512, 0.4044833110111279, 3.9227824211120605
45, 128, 512, 0.364705232830797, 3.925222635269165
50, 128, 512, 0.554690809061026, 4.208547115325928
50, 128, 512, 0.9187352582417031, 4.175464868545532
50, 128, 512, 0.4060466286634231, 4.143086671829224
10, 128, 1024, 0.6750782549510523, 2.5289313793182373
10, 128, 1024, 0.840693374176364, 2.5027966499328613
10, 128, 1024, 0.7295644239633108, 2.514019250869751
15, 128, 1024, 0.9329583950385024, 3.022246837615967
15, 128, 1024, 0.37263497718812433, 2.9773061275482178
15, 128, 1024, 0.426596882601462, 2.9866154193878174
20, 128, 1024, 0.5443774921903122, 3.422858476638794
20, 128, 1024, 0.3657847968921931, 3.444257974624634
20, 128, 1024, 0.07347102397549501, 3.4571661949157715
25, 128, 1024, 0.7435259443974305, 3.942929267883301
25, 128, 1024, 0.132297041391545, 3.8907523155212402
25, 128, 1024, 0.4575987854189503, 3.9297542572021484
30, 128, 1024, 0.15768557083421492, 4.351755380630493
30, 128, 1024, 0.5815986043123516, 4.361739635467529
