iters, train_size, test_size, pval, time
10, 128, 128, 0.0003022070710837383, 1.732238531112671
10, 128, 128, 0.13685585034419945, 1.733421802520752
10, 128, 128, 0.2627226861525921, 1.7411284446716309
15, 128, 128, 0.2823737507635621, 1.830214500427246
15, 128, 128, 0.10267951706608142, 1.8121616840362549
15, 128, 128, 0.5113672529757506, 1.8548753261566162
20, 128, 128, 0.33381689775350476, 1.9295473098754883
20, 128, 128, 0.7249415537937562, 1.9089632034301758
20, 128, 128, 0.013870151756775575, 1.9516546726226807
25, 128, 128, 0.04511584812477356, 2.068948268890381
25, 128, 128, 0.3091493697127847, 2.031960964202881
25, 128, 128, 0.03546828995321437, 2.033766508102417
30, 128, 128, 0.005256017921636261, 2.1287734508514404
30, 128, 128, 0.0018275636869706222, 2.1369760036468506
30, 128, 128, 0.08256825997693819, 2.1727991104125977
35, 128, 128, 0.006616598182165235, 2.274461269378662
35, 128, 128, 0.0071263482462726015, 2.27018141746521
35, 128, 128, 0.03410644357773955, 2.2872862815856934
40, 128, 128, 0.08619894781946402, 2.38386607170105
40, 128, 128, 4.870002052621629e-05, 2.384843111038208
40, 128, 128, 0.01831388767111568, 2.375711679458618
45, 128, 128, 0.00021560268968543128, 2.4737770557403564
45, 128, 128, 0.08489926151584852, 2.46480393409729
45, 128, 128, 3.0476488379718344e-05, 2.474937915802002
50, 128, 128, 9.496320780952873e-05, 2.5803277492523193
50, 128, 128, 0.005022846057391667, 2.616793632507324
50, 128, 128, 0.08887061772620945, 2.5758657455444336
10, 128, 256, 0.042166024196335763, 1.81364107131958
10, 128, 256, 0.6714622604797995, 1.860985517501831
10, 128, 256, 0.00018522977887331675, 1.8587205410003662
15, 128, 256, 0.07630256613707262, 2.0256006717681885
15, 128, 256, 0.0006584932709140956, 1.959397554397583
15, 128, 256, 0.007563099579856418, 2.0049219131469727
20, 128, 256, 0.0021394916417986553, 2.121558427810669
20, 128, 256, 0.006666981090425577, 2.1082162857055664
20, 128, 256, 0.02450706163516249, 2.1282596588134766
25, 128, 256, 0.006640121581911153, 2.3069019317626953
25, 128, 256, 0.16115371059678446, 2.2932825088500977
25, 128, 256, 7.058047456280537e-05, 2.3371574878692627
30, 128, 256, 0.0010559804154073307, 2.4501171112060547
30, 128, 256, 0.0029944447596077905, 2.4694013595581055
30, 128, 256, 0.005306545335745767, 2.475184679031372
35, 128, 256, 0.03588872068073225, 2.6487443447113037
35, 128, 256, 9.923224870231605e-05, 2.6318864822387695
35, 128, 256, 0.0013794376979150047, 2.657209873199463
40, 128, 256, 0.032592316802056376, 2.8271546363830566
40, 128, 256, 0.12108723038037311, 2.7974700927734375
40, 128, 256, 0.004053920253594752, 2.795991897583008
45, 128, 256, 0.03067982820176146, 2.873504400253296
45, 128, 256, 0.0006570459660019882, 2.9107160568237305
45, 128, 256, 0.00023753140438618228, 2.9156293869018555
50, 128, 256, 2.1549024607136843e-07, 3.0807065963745117
50, 128, 256, 0.0024761064274227153, 3.051525115966797
50, 128, 256, 3.768991291748178e-05, 3.0921313762664795
10, 128, 512, 0.6871379267898192, 2.0984199047088623
10, 128, 512, 0.011279082818577311, 2.008992910385132
10, 128, 512, 0.05033046688849407, 2.0349700450897217
15, 128, 512, 0.017476161542279847, 2.266671657562256
15, 128, 512, 0.044743367437994015, 2.278841257095337
15, 128, 512, 0.0029597743815318084, 2.299565076828003
20, 128, 512, 0.006727342278325738, 2.568577766418457
20, 128, 512, 0.006164466221497124, 2.5518853664398193
20, 128, 512, 0.00047840387868299753, 2.5834107398986816
25, 128, 512, 0.03463876551877948, 2.7989659309387207
25, 128, 512, 0.007890373158316715, 2.8377254009246826
