circuit,protocol,iters,train_size,test_size,pval,data_time,d_tree_time,bias_sharing,bias_and,accidental_secret,accidental_gate,outputs
beaver_triple_gen_1.txt,gmw,256,2048,1024,0.006687844205595548,2.85,4.69,0,0,0,0,values
beaver_triple_gen_1.txt,gmw,128,1024,512,0.924445181193326,1.17,3.36,0,0,0,2,values
beaver_triple_gen_1.txt,gmw,128,1024,512,0.6181207012130372,1.0,3.5,0,0,0,2,values
beaver_triple_gen_1.txt,gmw,128,1024,512,0.3813929414345982,0.98,3.31,0,0,0,2,values
beaver_triple_gen_1.txt,gmw,128,2048,1024,0.7633841682188014,1.86,4.05,0,0,0,2,values
beaver_triple_gen_1.txt,gmw,128,2048,1024,0.015281739194450385,1.78,4.32,0,0,0,2,values
beaver_triple_gen_1.txt,gmw,128,2048,1024,0.8491006171023057,2.06,3.96,0,0,0,2,values
beaver_triple_gen_1.txt,gmw,256,1024,512,0.544307017440397,1.89,3.61,0,0,0,2,values
beaver_triple_gen_1.txt,gmw,256,1024,512,0.3749167907182721,1.73,3.52,0,0,0,2,values
beaver_triple_gen_1.txt,gmw,256,1024,512,0.7819941341072225,1.67,3.85,0,0,0,2,values
beaver_triple_gen_1.txt,gmw,256,2048,1024,0.04294775664730562,3.06,4.95,0,0,0,2,values
beaver_triple_gen_1.txt,gmw,256,2048,1024,0.7056870937065315,2.87,4.41,0,0,0,2,values
beaver_triple_gen_1.txt,gmw,256,2048,1024,0.8094901853605865,3.25,4.03,0,0,0,2,values
beaver_triple_gen_1.txt,gmw,128,1024,512,4.754151734800107e-23,0.97,3.44,0,0,1,0,values
beaver_triple_gen_1.txt,gmw,128,1024,512,4.7311316474168764e-23,1.14,3.43,0,0,1,0,values
beaver_triple_gen_1.txt,gmw,128,1024,512,4.752842760924027e-23,1.04,3.61,0,0,1,0,values
beaver_triple_gen_1.txt,gmw,128,2048,1024,4.783695223031533e-23,1.81,3.88,0,0,1,0,values
beaver_triple_gen_1.txt,gmw,128,2048,1024,4.77678603349916e-23,1.85,4.32,0,0,1,0,values
beaver_triple_gen_1.txt,gmw,128,2048,1024,4.7672605047824754e-23,1.83,4.22,0,0,1,0,values
beaver_triple_gen_1.txt,gmw,256,1024,512,4.744287438368442e-44,1.52,3.63,0,0,1,0,values
beaver_triple_gen_1.txt,gmw,256,1024,512,4.73113129837705e-44,1.64,3.71,0,0,1,0,values
beaver_triple_gen_1.txt,gmw,256,1024,512,4.754372185062996e-44,1.52,4.83,0,0,1,0,values
beaver_triple_gen_1.txt,gmw,256,2048,1024,4.784629177796085e-44,2.9,4.65,0,0,1,0,values
beaver_triple_gen_1.txt,gmw,256,2048,1024,4.792408202243876e-44,3.36,4.17,0,0,1,0,values
beaver_triple_gen_1.txt,gmw,256,2048,1024,4.80416190423061e-44,2.69,4.09,0,0,1,0,values
beaver_triple_gen_1.txt,gmw,128,1024,512,0.16981761604890344,1.1,3.24,0,2,0,0,values
beaver_triple_gen_1.txt,gmw,128,1024,512,0.026077946474869194,1.03,3.82,0,2,0,0,values
beaver_triple_gen_1.txt,gmw,128,1024,512,0.9145836526787758,1.44,3.95,0,2,0,0,values
beaver_triple_gen_1.txt,gmw,128,2048,1024,0.9069981579517132,1.77,4.08,0,2,0,0,values
beaver_triple_gen_1.txt,gmw,128,2048,1024,0.8812300215729912,1.82,3.95,0,2,0,0,values
beaver_triple_gen_1.txt,gmw,128,2048,1024,0.42062227394504637,1.49,3.44,0,2,0,0,values
beaver_triple_gen_1.txt,gmw,256,1024,512,0.5775152311441061,1.57,3.34,0,2,0,0,values
beaver_triple_gen_1.txt,gmw,256,1024,512,0.2091226769310997,1.66,4.77,0,2,0,0,values
beaver_triple_gen_1.txt,gmw,256,1024,512,0.6903977813385438,1.9,4.36,0,2,0,0,values
beaver_triple_gen_1.txt,gmw,256,2048,1024,0.9751457753940931,3.11,4.59,0,2,0,0,values
beaver_triple_gen_1.txt,gmw,256,2048,1024,0.4648614414745303,3.09,3.69,0,2,0,0,values
beaver_triple_gen_1.txt,gmw,256,2048,1024,0.10593488636434706,2.49,3.84,0,2,0,0,values
beaver_triple_gen_1.txt,gmw,128,1024,512,4.761193395408716e-23,1.14,3.85,1,0,0,0,values
beaver_triple_gen_1.txt,gmw,128,1024,512,4.758080731337962e-23,1.29,4.11,1,0,0,0,values
beaver_triple_gen_1.txt,gmw,128,1024,512,4.7490813862312744e-23,1.23,3.94,1,0,0,0,values
beaver_triple_gen_1.txt,gmw,128,2048,1024,4.785012345402442e-23,2.08,4.07,1,0,0,0,values
beaver_triple_gen_1.txt,gmw,128,2048,1024,4.7805684508784697e-23,1.61,3.26,1,0,0,0,values
beaver_triple_gen_1.txt,gmw,128,2048,1024,4.780732968953364e-23,1.64,3.22,1,0,0,0,values
beaver_triple_gen_1.txt,gmw,256,1024,512,4.770297223613006e-44,1.64,4.08,1,0,0,0,values
beaver_triple_gen_1.txt,gmw,256,1024,512,4.776657220730915e-44,1.92,4.46,1,0,0,0,values
beaver_triple_gen_1.txt,gmw,256,1024,512,4.768985225169555e-44,2.16,4.57,1,0,0,0,values
beaver_triple_gen_1.txt,gmw,256,2048,1024,4.801066090434393e-44,3.33,3.96,1,0,0,0,values
beaver_triple_gen_1.txt,gmw,256,2048,1024,4.796776461464206e-44,2.68,4.16,1,0,0,0,values
beaver_triple_gen_1.txt,gmw,256,2048,1024,4.809615285611959e-44,2.72,4.63,1,0,0,0,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.770050581072186e-23,1.67,4.29,0,0,0,0,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.7356944883487926e-23,1.62,3.98,0,0,0,0,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.751370578495985e-23,1.57,3.81,0,0,0,0,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.7759641487498724e-23,1.97,3.66,0,0,0,0,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.7820493090538416e-23,2.12,3.64,0,0,0,0,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.7833659967751214e-23,2.13,4.16,0,0,0,0,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.756865980917283e-44,2.43,4.73,0,0,0,0,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.762471471545952e-44,2.16,4.78,0,0,0,0,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.773332574086413e-44,2.23,3.72,0,0,0,0,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.796694005396709e-44,3.39,4.19,0,0,0,0,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.8001583557248e-44,4.17,5.41,0,0,0,0,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.797312459741105e-44,4.3,5.01,0,0,0,0,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.7730064865222565e-23,1.77,3.51,0,0,0,2,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.75644327112085e-23,1.25,2.83,0,0,0,2,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.890096961105054e-23,1.32,3.69,0,0,0,2,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.774156479691867e-23,2.27,3.97,0,0,0,2,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.7827076094563795e-23,2.56,4.32,0,0,0,2,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.778759110399697e-23,2.34,4.4,0,0,0,2,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.818589851183209e-44,2.3,3.91,0,0,0,2,values
beaver_triple_gen_1.txt,beaver,256,1024,512,1.0143243565129748e-43,2.05,3.71,0,0,0,2,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.793602904747095e-44,2.07,4.82,0,0,0,2,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.799952075824602e-44,4.14,5.23,0,0,0,2,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.808953946932063e-44,4.11,4.26,0,0,0,2,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.793190905421638e-44,3.69,4.07,0,0,0,2,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.770543110024436e-23,1.32,3.61,0,0,1,0,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.75644327112085e-23,1.54,4.2,0,0,1,0,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.756770719919635e-23,1.57,3.92,0,0,1,0,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.778594657473884e-23,2.38,4.55,0,0,1,0,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.7825430262077224e-23,1.95,3.48,0,0,1,0,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.7851770101529435e-23,1.89,3.64,0,0,1,0,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.733002743981615e-44,2.19,4.9,0,0,1,0,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.757642998624868e-44,2.57,4.64,0,0,1,0,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.75870648745299e-44,2.48,4.65,0,0,1,0,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.789896159053045e-44,3.64,4.27,0,0,1,0,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.802139084563958e-44,3.64,4.6,0,0,1,0,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.798755823593466e-44,4.27,5.28,0,0,1,0,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.767588667793196e-23,1.59,4.06,0,2,0,0,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.762668496799923e-23,1.68,3.72,0,2,0,0,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.7352054107284537e-23,1.34,3.58,0,2,0,0,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.788306673227349e-23,2.06,3.75,0,2,0,0,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.780732968953364e-23,2.36,4.03,0,2,0,0,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.7781013312637596e-23,2.86,4.36,0,2,0,0,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.764559838982882e-44,2.37,4.42,0,2,0,0,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.765747741994091e-44,2.18,3.94,0,2,0,0,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.768698272621943e-44,2.12,3.88,0,2,0,0,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.801685096850064e-44,4.33,4.56,0,2,0,0,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.783847843885787e-44,4.04,5.16,0,2,0,0,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.794839110831167e-44,3.71,4.13,0,2,0,0,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.753497204647547e-23,1.4,3.21,1,0,0,0,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.752188403618691e-23,1.34,3.95,1,0,0,0,values
beaver_triple_gen_1.txt,beaver,128,1024,512,4.7669323634364457e-23,1.59,4.3,1,0,0,0,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.776128514848629e-23,2.49,4.45,1,0,0,0,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.7813910955563916e-23,2.47,3.65,1,0,0,0,values
beaver_triple_gen_1.txt,beaver,128,2048,1024,4.776950426726593e-23,2.0,3.71,1,0,0,0,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.763781714938715e-44,2.14,4.01,1,0,0,0,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.766157430972978e-44,2.76,5.0,1,0,0,0,values
beaver_triple_gen_1.txt,beaver,256,1024,512,4.776369816086703e-44,2.49,5.05,1,0,0,0,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.810400740984511e-44,3.87,4.14,1,0,0,0,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.80337744654836e-44,3.64,4.61,1,0,0,0,values
beaver_triple_gen_1.txt,beaver,256,2048,1024,4.797559863344694e-44,4.13,5.28,1,0,0,0,values
less_than_1.txt,gmw,128,1024,512,0.3711181705393308,1.53,3.73,0,0,0,0,values
less_than_1.txt,gmw,128,1024,512,0.9682425138469898,1.31,3.74,0,0,0,0,values
less_than_1.txt,gmw,128,1024,512,0.610398275813638,1.2,3.45,0,0,0,0,values
less_than_1.txt,gmw,128,2048,1024,0.6949764748319166,1.93,3.38,0,0,0,0,values
less_than_1.txt,gmw,128,2048,1024,0.6475625123420886,1.78,4.31,0,0,0,0,values
less_than_1.txt,gmw,128,2048,1024,0.7425151986130814,2.13,3.65,0,0,0,0,values
less_than_1.txt,gmw,256,1024,512,0.6196642082760989,2.36,4.3,0,0,0,0,values
less_than_1.txt,gmw,256,1024,512,0.759971810093752,2.19,3.96,0,0,0,0,values
less_than_1.txt,gmw,256,1024,512,0.6673976426687531,1.92,3.52,0,0,0,0,values
less_than_1.txt,gmw,256,2048,1024,0.2077344148353213,3.1,3.75,0,0,0,0,values
less_than_1.txt,gmw,256,2048,1024,0.1603908904473173,3.71,4.86,0,0,0,0,values
less_than_1.txt,gmw,256,2048,1024,0.14518638119793043,3.8,5.09,0,0,0,0,values
less_than_1.txt,gmw,128,1024,512,4.7412407552196055e-23,1.64,3.27,0,0,0,2,values
less_than_1.txt,gmw,128,1024,512,4.7376512833692596e-23,1.22,3.32,0,0,0,2,values
less_than_1.txt,gmw,128,1024,512,4.734064418002447e-23,1.45,3.44,0,0,0,2,values
less_than_1.txt,gmw,128,2048,1024,4.7685732868267815e-23,2.3,4.58,0,0,0,2,values
less_than_1.txt,gmw,128,2048,1024,4.770707297180857e-23,2.44,3.96,0,0,0,2,values
less_than_1.txt,gmw,128,2048,1024,4.770050581072186e-23,2.43,4.58,0,0,0,2,values
less_than_1.txt,gmw,256,1024,512,4.709378237662954e-44,2.1,3.53,0,0,0,2,values
less_than_1.txt,gmw,256,1024,512,4.735078455077134e-44,1.96,3.59,0,0,0,2,values
less_than_1.txt,gmw,256,1024,512,4.70573528879799e-44,1.98,4.59,0,0,0,2,values
less_than_1.txt,gmw,256,2048,1024,4.783847843885787e-44,3.93,4.41,0,0,0,2,values
less_than_1.txt,gmw,256,2048,1024,4.783971204089655e-44,4.21,4.45,0,0,0,2,values
less_than_1.txt,gmw,256,2048,1024,4.771896699669511e-44,3.38,4.06,0,0,0,2,values
less_than_1.txt,gmw,128,1024,512,4.755461054436288e-23,1.15,3.39,0,0,1,0,values
less_than_1.txt,gmw,128,1024,512,4.743852918366305e-23,1.51,3.85,0,0,1,0,values
less_than_1.txt,gmw,128,1024,512,4.754479032290756e-23,1.47,3.86,0,0,1,0,values
less_than_1.txt,gmw,128,2048,1024,4.7757997880763586e-23,2.26,4.48,0,0,1,0,values
less_than_1.txt,gmw,128,2048,1024,4.784189103166179e-23,1.78,3.6,0,0,1,0,values
less_than_1.txt,gmw,128,2048,1024,4.7878123854156986e-23,1.88,3.75,0,0,1,0,values
less_than_1.txt,gmw,256,1024,512,4.773291543231516e-44,1.94,4.27,0,0,1,0,values
less_than_1.txt,gmw,256,1024,512,4.765215197882522e-44,2.13,4.74,0,0,1,0,values
less_than_1.txt,gmw,256,1024,512,4.765911613446484e-44,2.37,4.52,0,0,1,0,values
less_than_1.txt,gmw,256,2048,1024,4.794056144063534e-44,3.57,4.14,0,0,1,0,values
less_than_1.txt,gmw,256,2048,1024,4.788496563583861e-44,3.28,3.65,0,0,1,0,values
less_than_1.txt,gmw,256,2048,1024,4.796446645523092e-44,3.77,4.77,0,0,1,0,values
less_than_1.txt,gmw,128,1024,512,4.728526203211798e-23,1.57,3.83,0,2,0,0,values
less_than_1.txt,gmw,128,1024,512,4.7322719621845104e-23,1.55,4.21,0,2,0,0,values
less_than_1.txt,gmw,128,1024,512,4.7151948865466425e-23,1.48,3.3,0,2,0,0,values
less_than_1.txt,gmw,128,2048,1024,4.7548063513927235e-23,1.99,3.84,0,2,0,0,values
less_than_1.txt,gmw,128,2048,1024,4.764635980509942e-23,2.13,3.35,0,2,0,0,values
less_than_1.txt,gmw,128,2048,1024,4.764635980509942e-23,2.45,3.89,0,2,0,0,values
less_than_1.txt,gmw,256,1024,512,4.715455957827318e-44,2.4,4.59,0,2,0,0,values
less_than_1.txt,gmw,256,1024,512,4.724871296797322e-44,2.53,4.13,0,2,0,0,values
