iters, train_size, test_size, pval, time
10, 128, 128, 0.5, 1.8023505210876465
10, 128, 128, 0.7294212974522065, 1.7730040550231934
10, 128, 128, 0.646922546069774, 1.7707881927490234
15, 128, 128, 0.6211468359830061, 1.8832764625549316
15, 128, 128, 0.3306230025975757, 1.891578197479248
15, 128, 128, 0.7574842138357265, 1.9240460395812988
20, 128, 128, 0.463632635779194, 2.1184396743774414
20, 128, 128, 0.028470851124449248, 2.054882526397705
20, 128, 128, 0.9677764450827498, 2.060474157333374
25, 128, 128, 0.0030672948668571853, 2.1672067642211914
25, 128, 128, 0.13733684964759577, 2.186980962753296
25, 128, 128, 0.30814003413499114, 2.1712441444396973
30, 128, 128, 0.5561827551683741, 2.3123626708984375
30, 128, 128, 0.32404335242987603, 2.34537935256958
30, 128, 128, 0.09791337607486553, 2.3275182247161865
35, 128, 128, 0.6608703152667836, 2.4755561351776123
35, 128, 128, 0.7769033586561288, 2.440819501876831
35, 128, 128, 0.0071375109476702996, 2.439349412918091
40, 128, 128, 0.6687314499418655, 2.613179922103882
40, 128, 128, 0.482331922337796, 2.603576421737671
40, 128, 128, 0.26187051922849547, 2.6042392253875732
45, 128, 128, 0.17148483897817884, 2.7837698459625244
45, 128, 128, 0.03118694997759141, 2.731952428817749
45, 128, 128, 0.9330080946302101, 2.793872594833374
50, 128, 128, 0.1904474474409526, 2.927217721939087
50, 128, 128, 0.6894665023643101, 2.913734197616577
50, 128, 128, 0.050771437725857134, 2.89599347114563
10, 128, 256, 0.06397909353105788, 1.9184818267822266
10, 128, 256, 0.6794579372537404, 1.887892484664917
10, 128, 256, 0.05082667500992587, 1.9014122486114502
15, 128, 256, 0.6545085756544999, 2.1263926029205322
15, 128, 256, 0.3004697200547194, 2.1121678352355957
15, 128, 256, 0.14394155435262473, 2.1893627643585205
20, 128, 256, 0.8247592218199493, 2.302682876586914
20, 128, 256, 0.2132787829823597, 2.303054094314575
20, 128, 256, 0.799602709723233, 2.3356094360351562
25, 128, 256, 0.2225738098310267, 2.507188320159912
25, 128, 256, 0.08744499710142203, 2.5109293460845947
25, 128, 256, 0.6555811297013541, 2.5215184688568115
30, 128, 256, 0.15746994163266045, 2.7494630813598633
30, 128, 256, 0.2662837883628981, 2.9292259216308594
30, 128, 256, 0.9281954374381094, 2.8111894130706787
35, 128, 256, 0.9502928174430956, 2.9346413612365723
35, 128, 256, 0.4769767707633792, 2.93833327293396
35, 128, 256, 0.7575194170753174, 2.9462075233459473
40, 128, 256, 0.17239192043261842, 3.104071617126465
40, 128, 256, 0.9342398318994024, 3.1125056743621826
40, 128, 256, 0.19801521806263678, 3.119389772415161
45, 128, 256, 0.7435792996432091, 3.278759241104126
45, 128, 256, 0.8804634690566374, 3.3207671642303467
45, 128, 256, 0.5914276064622562, 3.301628589630127
50, 128, 256, 0.7466010813104997, 3.470916271209717
50, 128, 256, 0.780786777739074, 3.4871814250946045
50, 128, 256, 0.9209154294506312, 3.4638307094573975
10, 128, 512, 0.5621298621804091, 2.1678340435028076
10, 128, 512, 0.8202184665267539, 2.185814380645752
10, 128, 512, 0.5481122184560865, 2.1850931644439697
15, 128, 512, 0.7031504680176843, 2.5093390941619873
15, 128, 512, 0.0512369671691686, 2.498774766921997
15, 128, 512, 0.7950870876279195, 2.4989914894104004
20, 128, 512, 0.012889479713934709, 2.8271656036376953
20, 128, 512, 0.03163986951317972, 2.8951175212860107
20, 128, 512, 0.1558396298807696, 2.845099449157715
25, 128, 512, 0.22334725889024926, 3.1569113731384277
25, 128, 512, 0.18203850777428715, 3.162712335586548
25, 128, 512, 0.8236036740016699, 3.1540379524230957
30, 128, 512, 0.2844290534746031, 3.4557652473449707
30, 128, 512, 0.9931340395942077, 3.4815139770507812
30, 128, 512, 0.8893672858221724, 3.479085683822632
35, 128, 512, 0.243565091697252, 3.747361421585083
35, 128, 512, 0.2328095152295388, 3.761544704437256
35, 128, 512, 0.698428231053501, 3.7407891750335693
40, 128, 512, 0.8782192188803449, 4.12822961807251
40, 128, 512, 0.06573158187456059, 4.112357139587402
40, 128, 512, 0.25173453251523326, 4.0808045864105225
45, 128, 512, 0.972882062680492, 4.425734758377075
45, 128, 512, 0.8760837581751285, 4.356627941131592
45, 128, 512, 0.5370853046516874, 4.389261960983276
50, 128, 512, 0.3992410660706304, 4.676137447357178
50, 128, 512, 0.11470743228412882, 4.7124786376953125
50, 128, 512, 0.5325034814946923, 4.757207155227661
10, 128, 1024, 0.6808274429533034, 2.693553924560547
10, 128, 1024, 0.9154696791772023, 2.688204526901245
10, 128, 1024, 0.11451960472741515, 2.732858180999756
15, 128, 1024, 0.9135273904416461, 3.289433717727661
15, 128, 1024, 0.8685870817427606, 3.24566650390625
15, 128, 1024, 0.4242412067053778, 3.2542471885681152
20, 128, 1024, 0.10093028657972608, 3.7996268272399902
20, 128, 1024, 0.18541063170796296, 3.798499584197998
20, 128, 1024, 0.10077765053531408, 3.793952465057373
25, 128, 1024, 0.41557389935963784, 4.455472230911255
25, 128, 1024, 0.38793717036693703, 4.365449905395508
25, 128, 1024, 0.7774810628491959, 4.350229501724243
30, 128, 1024, 0.8270490865817965, 4.890136480331421
30, 128, 1024, 0.4302905869771545, 4.862735986709595
30, 128, 1024, 0.4550664409665689, 4.863041877746582
35, 128, 1024, 0.6093082804805734, 5.4108500480651855
